ReportDate,ReportLevel,ReportLevelIdentifier,Description,Currency,23.1.1,23.1.2,23.2.1,23.2.2,23.2.3,23.2.4
2016-06-30,CCP,LMEC_1,ETD Forward,USD,1205986,78262446234.00,106846178153.92,Commodity,Forward,"AAD, AHD, CAD, COD, MOD, NAD, NID, PBD, SND, ZSD"
2016-06-30,CCP,LMEC_1,ETD Option,USD,53485,69451511.20,371668505.83,Commodity,Option,"AHD, CAD, NAD, NID, PBD, SND, ZSD"
2016-06-30,CCP,LMEC_1,ETD Forward,EUR,3179,203666179.19,1258425035.64,Commodity,Forward,"AAE, AHE, CAE, NAE, NIE, PBE, SNE, ZSE"
2016-06-30,CCP,LMEC_1,ETD Forward,JPY,1437,75804573.87,649758111.94,Commodity,Forward,"AHY, CAY, NIY, PBY, SNY, ZSY"
2016-06-30,CCP,LMEC_1,ETD TAPO,USD,4238,6697092.55,32491853.75,Commodity,TAPO,"AHD, CAD, NID, PBD, ZSD"
2016-06-30,CCP,LMEC_1,ETD Swap,USD,527,32332588.54,214947526.50,Commodity,Swap,"OAD, OCD, OND, OPD, OSD, OZD"
2016-06-30,CCP,LMEC_1,ETD Forward,GBP,76,6423769.19,76966391.98,Commodity,Forward,"AHS, CAS, NAS, NIS, PBS, SNS, ZSS"
2016-06-30,CCP,LMEC_1,ETD Future,USD,427,1207750.35,5424130.00,Commodity,Future,"SCD, SRD"
,,,,,,,,,,
